PC1,PC2,type
4.12367324904,-12.6987423844,1
-65.298985048,-11.0574893198,1
57.3354088173,-3.78889819275,1
-118.550754919,-1.02294799106,1
-48.9914190388,0.805531660999,1
8.102538551,-22.7805937448,1
-23.612166948,-18.8799111798,1
-16.7059588754,-46.0903528986,1
-44.2573367479,-30.1305262358,1
15.3804140629,-34.1548069545,1
11.5046562968,18.4343202555,1
-35.9941273845,-41.1285775531,1
81.3785967419,91.8868365983,1
-18.7550817268,-17.8367992271,1
56.1336044317,15.9806433678,1
-94.0946362641,56.82354472,1
-67.5955463565,12.8708730254,1
15.942591756,26.0535470237,1
-89.206188906,2.51608231238,1
-5.17900593511,33.5821170876,1
-50.5190011843,-42.8430247564,1
-73.3669721447,-38.7333110041,1
95.3994978285,92.3754838648,1
-51.8854218616,-37.6464173969,1
280.782880097,-46.3915866306,1
11.5520094726,12.5030687431,1
-37.5927825927,-36.7918922838,1
-141.173234333,-6.4029949175,1
-29.5303836991,-28.4025988246,1
-64.4902557174,51.4359255092,1
-81.1568153902,25.5359812691,1
-91.673221639,28.0038921788,1
-30.1992886908,-13.0813126352,1
-24.2938784353,32.5274730432,1
-80.1274867862,11.4076655207,1
1.36229188294,36.714404737,1
-48.2374679347,-54.9491640087,1
-45.3802390947,-34.3384413849,1
-81.2096458357,33.720948137,1
-102.663839088,-3.19526129697,1
-126.109726812,-12.9994073273,1
-156.233040764,0.135160010544,1
124.014883495,88.8266814233,1
99.9015253352,93.9010280944,1
12.8454996326,-27.0314361535,1
130.763412447,62.7856783458,1
-64.7028050427,-26.3852304366,1
-33.9883723631,-19.1395324773,1
281.08922391,-44.0903570202,1
-32.9158233436,26.7821101601,1
-6.92945302105,-15.1453983961,1
-51.4138059982,38.4275097241,1
-6.93167941683,-34.4310497666,1
14.5671321556,-20.5656344848,1
6.48980817713,-51.2096543356,1
-43.6680433362,12.5440021861,1
137.60981017,95.8212822806,1
281.289305305,-42.5677309746,1
-140.804630199,12.87207394,1
167.439665852,52.5577977351,1
-13.2713840209,-18.3034639639,1
-8.79835632493,7.9359461795,1
-25.2255263268,-10.6673219696,1
40.6087012063,7.63304262219,1
-15.0107495028,-24.2088846144,1
-41.6771062452,-16.3095113729,1
10.4302063389,-18.4521225887,1
-44.7770991097,23.4655705894,1
281.364335827,-41.9967462074,1
-2.96595782238,-32.9805833942,1
-74.3862345723,-3.67625793957,1
12.6320878151,-11.7698389342,1
11.5958094976,15.7761779824,1
-35.9339658947,-12.3393922358,1
84.4643978612,99.5148528582,1
-2.04062193229,-18.2710156107,1
-72.5140503404,-15.9278267847,1
-26.1987605049,22.8116587989,1
-35.8045282281,17.5628711253,1
-68.6268449732,20.8719379924,1
-93.0362286033,12.4522785516,1
31.8251520755,100.875749481,1
-57.9943721464,40.9238228354,1
7.48123227304,-34.6351671595,1
-27.345487062,-30.1598497999,1
-15.0772398578,-5.04979021704,1
-55.821307065,50.1542845693,1
-11.7616313011,-35.1440265533,1
-69.370946843,-14.5179987179,1
-44.5680464627,-7.54036092991,1
-41.4216204014,-41.4075038657,1
-45.4700093834,-20.5141330503,1
280.801545262,-46.3397150049,1
-41.386339393,-8.52808844602,1
-39.9179683751,-58.6014584436,1
-55.6011655897,-44.8781124816,1
-55.4250718817,16.6603109872,1
-60.1342346828,-28.2536279878,1
-45.3490276498,-43.6583044576,1
-117.696048929,5.97226031755,1
-50.3319517769,-2.8616433846,1
6.97054650691,43.1882350188,1
-107.730326632,-15.1715669481,1
34.1968146649,20.5357520621,1
6.11167033583,-41.304045331,1
91.1523456866,58.8474254276,1
-58.0258409925,-59.8770282038,1
10.5022206167,48.6568050384,1
7.21035185735,15.2445400375,1
62.7856888303,44.4906288151,1
-87.4219171864,-24.6813148271,1
-58.5666795169,53.7663240454,1
-60.3497407463,49.5883554205,1
280.945384586,-45.2150360125,1
-35.1120584406,-2.70757239863,1
-45.0006074407,-35.477955301,1
25.1826562942,-21.0554002386,1
23.2407400156,-5.36231766101,1
107.053122143,62.6650771477,1
-121.341220127,-27.4701414843,1
-63.9529447221,-31.612153065,1
280.370273866,-49.4714198057,1
-35.2423200648,13.5294694923,1
-43.271134388,28.4407154865,1
28.6358553698,13.8200123092,1
-100.763495241,-13.9110814987,1
-27.6663223182,-31.9279547865,1
17.7050249657,2.93595483056,1
-27.3577704561,-69.2916791763,1
8.85109108427,36.1052709444,1
-12.175599968,-30.6677600279,1
16.0096716233,15.1939920128,1
-15.0845748946,44.1736548551,1
-66.3489803816,21.9211359646,1
-30.2978342954,-39.3670280149,1
-41.9737525816,12.7854305444,1
-3.47399031207,23.605329012,1
-22.6716048025,-16.3880016364,1
-14.5400463196,-34.427192175,1
-23.8144670498,0.784089732537,1
-24.6874687487,-15.3678545425,1
26.2328921791,8.97168746881,1
-69.0001924937,38.065963532,1
-104.057315746,-16.8402812258,1
-38.9637062219,-45.707323616,1
-71.51190761,0.32733616548,1
6.78862594631,15.6385485348,1
-87.3531460076,-29.4281925079,1
-186.481482313,8.60838656807,1
-86.7066497884,-31.9878410539,1
-29.3964608588,-6.31778298635,1
89.4956903322,106.202917668,1
-56.7980064429,20.4529818383,1
-41.6998463976,36.6162202217,1
-49.4245273298,-30.9442336033,1
38.8614571638,33.7790666992,1
-29.9587115184,48.5948121471,1
-73.5807028509,-55.4530383557,1
281.733143431,-39.2802790019,1
-10.8852912597,-16.6277235836,1
-46.6726071344,0.20883517513,1
84.344498509,75.5554893018,1
-109.073232027,19.9099017861,1
-20.6744183129,-25.6679114545,1
14.9418138985,-28.9073109534,1
16.3068035607,29.7919946156,1
12.314855789,-33.2038965723,1
6.6060647641,51.7519596114,1
11.0366156975,41.683597875,1
27.6759274644,11.6664942727,1
-151.949003202,22.2358818002,1
30.4376494003,18.6234154176,1
281.445588072,-41.4084708984,1
64.8466510238,91.5662742544,1
29.3503959651,17.8559528524,1
-24.7974987481,9.54039344108,1
-39.9570079644,17.2702173056,1
-49.3082787913,-30.40621038,1
76.3989628688,94.8699498248,1
110.001593799,84.7987050641,1
282.07071914,-36.7714305939,1
1.54393382141,-41.607004493,1
36.3273797668,30.4755343057,1
71.6777311354,117.835006259,1
280.851688899,-45.8378924053,1
-77.2110678197,-46.0049066492,1
-43.6513208696,-33.6964792067,1
-28.0520912797,47.1796059174,1
-38.8038230768,-59.082029543,1
13.4536125633,-1.31544079514,1
49.1452453065,-27.3514337149,1
-29.5672434586,-61.2679831536,1
-30.1670882782,-11.2025419441,1
65.1496481234,128.721764241,1
-83.4346625889,54.6725822632,1
-2.06588857944,-5.63574645038,1
-29.5991806844,7.68170904395,1
-10.8049835902,-49.6177184844,1
-29.3033180857,-34.7570740322,1
281.045548572,-44.3325569016,1
-20.1972136715,-45.6251266075,1
-14.8019432492,38.3622250133,1
-13.1823508695,12.6237464265,1
6.5213385231,-29.0321985901,1
-45.6997181802,15.1116800343,1
-9.41200627613,33.1380130126,1
96.2469877457,71.094186406,1
8.38280080857,-12.1380058868,1
281.67067964,-39.6955165971,1
1.03098671873,-13.4051500109,1
41.6221895247,110.239715331,1
280.80166855,-46.2185489168,1
38.5991601998,17.5947795518,1
-12.5246043038,-36.8366262812,1
52.7271635958,9.08790881984,1
12.2172679229,-32.4097397766,1
280.932941143,-45.2496170963,1
105.745695502,94.1046120007,1
-6.08701040857,9.16192419928,1
280.901709248,-45.4572358939,1
5.45672464408,21.0709307172,1
-11.6293896481,-41.6297671434,1
-4.32283398502,-10.2009128529,1
38.0643271478,-6.39913349686,1
13.0856393578,60.1439942085,1
-8.04157972166,-64.8782756204,1
-39.8938110901,-31.323117506,1
0.373165851178,30.5642787663,1
-29.3686306911,-18.1364708594,1
-105.326901478,-45.7874456753,1
37.6813222808,109.786366944,1
90.0378926292,78.3747581817,1
-79.7480720189,0.492156757496,1
-3.58899530806,5.92911030397,1
-7.43238186225,-36.0463797977,1
30.4248689791,24.1786722769,1
-52.8697544323,-11.6366534342,1
-83.7788088434,-28.6073510078,1
-113.075205675,-26.9478992117,1
34.3894330901,32.9762549968,1
34.4934488285,-49.451817844,1
-31.5474133281,41.8204546126,1
-61.7038735911,26.5072096425,1
-15.7780720615,15.1006834549,1
-67.0490047958,-58.6556363703,1
23.9174781295,-20.6461990957,1
2.95982996456,-53.8688334131,1
-31.2258672507,-13.2523222046,1
1.15010902329,-4.94050017964,1
48.6380120577,90.2812308355,1
40.3254366807,19.2577777648,1
3.02311053917,-32.0359788758,1
0.372783619986,8.06874422349,1
-31.0816046872,-18.9330264086,1
-37.1579788365,-43.5611503769,1
21.4992650831,-3.96701515504,1
-0.637182064973,-13.9628858047,1
-44.9919298165,-6.34168430419,1
32.1845805102,-47.2471502788,1
-53.8904581362,-44.1185968001,1
-2.04973891024,37.7073178203,1
22.7447119605,-59.7303363951,1
-64.638635349,-12.1267838947,1
-101.791706896,-21.3321791874,1
0.441925021201,-21.7523633483,1
-18.0156310115,-29.4438795846,1
-15.2500399186,-8.36962657933,1
-14.5388130285,-57.7484152115,1
-72.2899985876,4.15864493988,1
-0.844404944294,8.93721682561,1
67.6433683017,90.6579836938,1
-69.5469189006,26.2939780125,1
1.3476518708,9.46855149436,1
20.2758624327,28.0610953556,1
-10.905667502,22.6518400487,1
281.49560842,-41.027814387,1
-86.1754531763,5.73251428381,1
-3.44709672992,-6.96233808773,1
281.658112909,-39.851263769,1
4.5267482676,-38.7146138044,1
282.857214376,-39.3599261847,2
282.051292177,-45.1199103676,2
282.050883158,-45.1568292324,2
282.336396955,-43.0272530807,2
281.933129091,-45.9349343207,2
282.478438069,-42.0270730181,2
281.862108533,-46.435024352,2
282.21741583,-43.9161147632,2
282.241293859,-43.7309586538,2
282.454560041,-42.2122291276,2
282.526194127,-41.6567607992,2
282.525580598,-41.7121390963,2
282.407213002,-42.5456224818,2
283.070889577,-37.8042777937,2
282.691090722,-40.5637217891,2
282.004354158,-45.416384857,2
282.123335282,-44.5275231745,2
282.809867337,-39.6933195389,2
281.838639524,-46.5832615967,2
282.572927636,-41.3787457421,2
281.269657026,-50.6578195763,2
282.335987935,-43.0641719454,2
282.573336656,-41.3418268774,2
282.620683694,-41.0084335232,2
282.739255799,-40.1564907054,2
282.71537777,-40.3416468148,2
281.95700712,-45.7497782112,2
282.004763177,-45.3794659923,2
281.719658399,-47.4721232793,2
282.19415133,-44.0458925756,2
281.719658399,-47.4721232793,2
281.909251062,-46.1200904302,2
281.909864591,-46.064712133,2
282.289049916,-43.3606464348,2
283.23701323,-36.6004821893,2
-43.9023151038,-55.3535670461,2
-79.00457084,-14.8133797721,2
-28.2477263674,-39.936406387,2
-50.2734075181,44.741268855,2
0.116391954217,2.29334469921,2
-92.0860199904,-2.37531957021,2
-63.6233854437,16.3244546572,2
-24.2808610629,31.5553650715,2
-3.08355870321,-35.4244945687,2
-40.8663302113,7.09993616781,2
23.0153006907,13.8517298089,2
-81.2173532159,-8.23866708181,2
-29.2614769393,-6.11583106413,2
5.36631056586,-36.6052366867,2
-39.6057635352,-11.5920845609,2
-53.9160275414,-13.2773957471,2
-99.0944623311,-10.1168195532,2
39.6572309582,16.5934560131,2
1.90825466763,-32.1732384627,2
6.55610735652,-10.3077316573,2
23.3782372072,24.5228542645,2
-13.6718187885,-36.8900083332,2
12.0363478593,-33.2983585737,2
7.28663587273,11.3566520162,2
-10.8457851469,13.5603935132,2
-4.76733412861,-2.91723238921,2
-43.4051538941,5.66212456933,2
5.25582861862,-36.8689638952,2
-47.5549823903,13.0663683348,2
-111.526635804,11.5232724524,2
-3.93214759765,-14.5545511715,2
-28.163213926,-8.72533053756,2
10.3282616968,14.585628846,2
-69.2887656148,27.7575581273,2
1.89668135662,31.9923928946,2
-112.729760451,-4.54795140526,2
-13.3178980402,-12.488358047,2
-37.3147506782,5.31581455441,2
-35.5305902871,43.1664982805,2
2.43585607007,18.2136888055,2
18.8979545019,9.45333875534,2
-21.9057238055,16.8461883067,2
-1.88489249885,9.09642039673,2
-54.3878891859,18.29582466,2
5.36225329966,15.5586221066,2
19.9228237477,-33.4989802542,2
0.204859211654,-53.4895243209,2
51.7374778419,3.04451499586,2
-38.7423350896,-46.2000803843,2
3.3813164273,-54.7388126944,2
-46.8252870988,-17.1662362293,2
-86.714836186,-3.4985068749,2
-17.2011049817,-24.1555613288,2
20.3942907083,-55.1924657569,2
-0.137672176771,-47.5092018372,2
-72.8648677094,40.4857928383,2
-4.51154955056,-23.0267251301,2
22.9218160209,3.25881245019,2
-74.7760403387,41.128114435,2
-88.6263642435,20.3253467071,2
-56.8974693942,2.88119650149,2
58.3106287302,31.8716806601,2
-34.7016664153,5.30734420853,2
-20.713544038,10.7182179535,2
-9.88811685947,25.8275275718,2
10.2778669322,-47.5994834807,2
25.3053241571,23.7651472577,2
-6.51888926856,19.7998074765,2
14.3102427529,-10.9914329234,2
20.8427286359,-28.9494903384,2
-36.0562619925,-14.6414340884,2
-86.2843877287,-5.50784868474,2
-1.55905723288,-25.3332121963,2
-10.656991739,-39.9291605153,2
-55.6254038131,-16.2544046522,2
-98.4028220601,6.10773655469,2
-38.0777428895,15.7786348673,2
-32.9386943945,-0.844593922977,2
10.6919742688,23.1501675341,2
22.9892777706,-33.5778792173,2
32.7831020692,16.0164855108,2
-88.853752342,-12.1466618614,2
-63.7965893244,-5.83624260138,2
54.3129442683,22.4633338442,2
-61.0871719793,-0.58228673743,2
-155.270845431,26.0869050766,2
-41.9201924859,3.23474226588,2
-27.3701603117,16.2567042331,2
-125.282775672,28.6540549705,2
-11.5188382043,-12.6126157373,2
24.5440728815,-8.35682521726,2
16.2472071256,31.9184500096,2
14.7684706158,24.6981298193,2
-24.8094368833,-14.7330833317,2
-41.1243230552,40.9406409018,2
-10.9545972849,-0.205341106001,2
-87.4239820959,-35.2323815006,2
-27.4906088033,-7.46820049454,2
-80.7487255146,-42.8488051287,2
-36.3437154453,-45.6282348184,2
-49.6278845596,5.0769852911,2
-24.2177965924,20.4117440299,2
21.8002544137,11.0136431527,2
-105.16765738,-32.7208849311,2
32.8952983181,-23.4451893215,2
-80.6053471859,-8.03589448105,2
-41.6428457497,9.09570633439,2
-84.8192400335,22.1178868694,2
6.86114640548,-37.0698137975,2
5.62743956389,21.0456394999,2
29.2571145805,31.8029262168,2
-21.9581595031,4.01315794521,2
-72.1851907589,23.5733805365,2
-58.9577085374,-51.4586128373,2
2.1233976908,5.88084563872,2
-49.2847087406,-20.5761207516,2
-93.7601395145,7.44974912836,2
2.53166319467,-5.38281065222,2
14.4898944434,-5.89789254741,2
-102.829529984,-9.41325193435,2
-80.7325924159,-4.47101999271,2
19.4418055499,-40.3708462796,2
1.276874112,15.0167276517,2
-129.962988023,-36.7387801963,2
-60.8970390883,-17.0001100417,2
9.42621330334,-8.67651602038,2
-53.6147477129,-2.74658945906,2
-30.6098547801,-7.70635906051,2
-58.6295383242,21.6052861475,2
-52.5485861755,10.5398536145,2
-32.448090879,24.5886684781,2
9.71452269877,-52.3483894076,2
6.9952259063,18.0936604358,2
-35.1010168889,21.1461299998,2
23.9252689562,16.9576673344,2
-20.9658848179,-37.509734508,2
-9.40208223396,23.5855042792,2
-37.6115326063,-20.3718467968,2
39.4746064821,30.8965239421,2
-11.3199828241,-14.5388586537,2
-81.2903320584,22.2060805926,2
29.5014216226,8.50482064414,2
-141.464329737,23.0362123955,2
-42.7683748535,8.79441121123,2
-105.953134974,-20.4812695131,2
38.0019380589,11.8130866266,2
-45.6874730022,-16.0681300097,2
-41.5541232802,-46.6639101441,2
-112.712737216,-14.7274072721,2
-60.3832859115,31.9299037348,2
-75.2590369101,-38.7742449821,2
-74.938167322,22.2270263756,2
-29.6516474966,-30.8892430108,2
-34.4169238789,-36.4699078966,2
-27.2479747042,-5.66941071533,2
-72.5506430088,-28.4028025697,2
-12.0156208081,14.8954752331,2
-43.1110246336,-12.5843750618,2
-66.0979596154,18.8288854877,2
37.2947645221,-9.15762232156,2
22.904234889,3.76151167672,2
55.9522003873,25.3271635369,2
-27.1307662127,12.2801229255,2
5.99939796165,-1.41130874746,2
-49.7658207597,37.5898405663,2
-54.8097905462,-8.60406382639,2
-44.0566718719,-11.6355313411,2
11.8507762119,-2.73690065541,2
-37.4844511629,-9.91278821694,2
1.56272807315,8.86596749032,2
26.9289609619,-11.1033538813,2
-56.0849374248,2.89074378406,2
-93.4585493297,-26.9969225607,2
-5.75904488142,3.64948188026,2
-19.0721329495,0.00960248362884,2
-30.1143418304,43.4533843733,2
-54.0775503933,21.6021120827,2
-1.50317042618,8.49349963928,2
-50.8442429505,12.8049081657,2
-79.9406918671,-15.6430120109,2
-17.3756054895,-4.58348536773,2
-106.540285265,10.4800820315,2
-56.1857741427,-10.0120136065,2
-31.3580538296,5.87600257814,2
-35.6958502245,-49.2707931162,2
-55.0115344847,10.0445837016,2
-127.332526988,-15.0122515238,2
-5.41327322737,-13.9169778926,2
-13.6201023275,-26.1397988072,2
-76.1849327087,-8.31557727229,2
-47.8133697631,-34.7431632861,2
-28.3082138408,-20.298552065,2
-4.70694362688,23.8000719551,2
-58.511446629,26.7531145201,2
-75.6752255869,-0.86221277355,2
-14.0183490306,-42.4708245456,2
-83.7662599753,-14.9541009027,2
-22.5231417418,-61.5504683161,2
-104.63113773,-0.527943438143,2
-44.4130285496,-47.3129837331,2
-56.8197106869,-46.8621038385,2
29.2825201647,-0.334214368028,2
46.3835006132,-20.9029133586,2
-78.994655319,-41.0185449133,2
-7.82750769259,24.130128249,2
-79.5823814344,-31.3024605259,2
-11.9606496204,-12.3388680962,2
-95.7454113736,-13.5167356147,2
-50.6375885049,-2.77357679121,2
6.71381054339,-48.7040847661,2
-8.59705424826,8.80154492606,2
-0.0445910196727,-38.933011846,2
-2.9710828355,-36.1513159556,2
15.834572974,-32.9820280649,2
-36.5500227142,-28.9979571693,2
-11.250011889,-0.15651900491,2
-12.7203001519,44.6561365854,2
-35.0691548801,-20.3288824933,2
-34.1708949328,-12.0900733734,2
-158.673078879,15.4893050388,2
-106.830219115,8.75518826155,2
-27.3176251294,25.7778518421,2
-37.6724813103,-12.4042648117,2
-55.923305046,-18.8957808155,2
7.14079490263,-13.8177758739,2
-67.5472513341,16.1519338269,2
-8.51367695537,-41.2045478438,2
-62.5751447327,4.29641310442,2
-90.7543651232,-15.3083713068,2
-2.41638890579,36.1586104009,2
-45.7481653893,-27.7355759604,2
-37.8231734604,9.03968907314,2
73.3906883577,14.3521353134,2
24.045098591,36.5142660512,2
-50.0924088311,-6.33643061987,2
-3.53593634363,-25.7579801618,2
33.0681705616,-33.0055201405,2
8.89587173699,-31.5113749298,2
-49.3467630683,-48.2447985983,2
-88.5969968479,6.57117554365,2
-65.9285283412,-4.46632732935,2
37.8636808857,19.6116289893,2
-46.5887900595,-14.6025502047,2
-56.6202896865,-16.9567982602,2
1.30833167981,-46.7820658171,2
-37.8679710236,-28.8231274915,2
-10.5416311084,-9.39356030474,2
-36.3913163987,4.51489760263,2
-35.7220486559,-1.87332965101,2
