PC1,PC2,PC3,type
-68.6268449732,20.871937991,-6.85595479241,1
-93.0362286033,12.4522785553,-18.2942342872,1
31.8251520755,100.875749478,62.7093583932,1
-57.9943721464,40.9238228316,-54.2564053406,1
7.48123227304,-34.6351671598,2.71899111818,1
-27.345487062,-30.1598497978,-2.30192560692,1
-15.0772398578,-5.04979020806,-32.8267246518,1
-55.821307065,50.1542845691,-48.0964948979,1
-11.7616313011,-35.1440265417,-1.802125763,1
-69.370946843,-14.5179987318,63.5618231244,1
-44.5680464627,-7.54036092661,-33.3604267099,1
-41.4216204014,-41.4075038589,20.3394290614,1
-45.4700093834,-20.5141330441,32.9475685207,1
280.801545262,-46.3397150092,-23.2728950289,1
-41.386339393,-8.52808845416,-3.0101398418,1
-39.9179683751,-58.6014584407,35.2952907051,1
-55.6011655897,-44.8781124792,10.212093483,1
-55.4250718817,16.6603109814,-24.9106588624,1
-60.1342346828,-28.2536279861,55.9320985206,1
-45.3490276498,-43.6583044539,17.8491905687,1
-117.696048929,5.97226031395,-9.40964339004,1
-50.3319517769,-2.86164339423,-24.0636554089,1
6.97054650691,43.1882350265,-64.8961319262,1
-107.730326632,-15.1715669445,37.390386774,1
34.1968146649,20.5357520624,13.1001829073,1
6.11167033583,-41.3040453348,14.777995794,1
91.1523456866,58.8474254236,54.794893357,1
-58.0258409925,-59.8770281951,52.8698614895,1
10.5022206167,48.656805039,-68.8728649126,1
7.21035185735,15.2445400527,-51.418685116,1
62.7856888303,44.4906288075,-25.2566689836,1
-87.4219171864,-24.6813148364,31.7759436833,1
-58.5666795169,53.7663240429,-41.8703999077,1
-60.3497407463,49.5883554277,-23.4733306953,1
280.945384586,-45.2150360154,-23.2937617347,1
-35.1120584406,-2.70757241016,-28.2552675998,1
-45.0006074407,-35.4779553062,-3.6755685375,1
25.1826562942,-21.0554002256,32.2234250843,1
23.2407400156,-5.3623176575,-11.5490423614,1
107.053122143,62.6650771495,56.0720126431,1
-121.341220127,-27.4701414847,19.5597575462,1
-63.9529447221,-31.6121530724,-12.0841064981,1
280.370273866,-49.4714198133,-23.1613980957,1
-35.2423200648,13.52946949,-10.2248212928,1
-43.271134388,28.4407154822,-10.0277378828,1
28.6358553698,13.820012326,18.0341660813,1
-100.763495241,-13.9110815018,4.90733355261,1
-27.6663223182,-31.9279547814,-6.68818590215,1
17.7050249657,2.93595483975,-36.6202084816,1
-27.3577704561,-69.2916791775,50.8358084855,1
8.85109108427,36.1052709462,-24.1457203197,1
-12.175599968,-30.667760003,-12.9090403478,1
16.0096716233,15.1939920199,-47.3998384919,1
-15.0845748946,44.1736548536,-26.2101923124,1
-66.3489803816,21.9211359597,-11.1259175702,1
-30.2978342954,-39.3670280197,-3.39092618403,1
-41.9737525816,12.7854305466,-6.74185286755,1
-3.47399031207,23.6053290075,-36.7322345211,1
-22.6716048025,-16.3880016387,20.0973463254,1
-14.5400463196,-34.4271921703,7.61114620803,1
-23.8144670498,0.784089720391,-28.5711487067,1
-24.6874687487,-15.3678545434,37.9245710514,1
26.2328921791,8.97168747249,-44.4702001236,1
-69.0001924937,38.0659635309,-22.1841830718,1
-104.057315746,-16.8402812211,20.5280764092,1
-38.9637062219,-45.7073236215,28.9132763913,1
-71.51190761,0.32733616534,17.5512870631,1
6.78862594631,15.6385485248,-28.4355792792,1
-87.3531460076,-29.428192505,34.6795223594,1
-186.481482313,8.60838656241,-4.30018172935,1
-86.7066497884,-31.9878410473,29.0858482412,1
-29.3964608588,-6.31778299204,-16.8607308891,1
89.4956903322,106.202917675,98.2172585756,1
-56.7980064429,20.4529818428,-31.7520885739,1
-41.6998463976,36.6162202339,-24.3695794632,1
-49.4245273298,-30.944233588,-6.29046749492,1
38.8614571638,33.7790667037,-54.5228934653,1
-29.9587115184,48.5948121474,-33.6745005291,1
-73.5807028509,-55.453038363,45.5347314953,1
281.733143431,-39.2802789978,-23.4537828856,1
-10.8852912597,-16.6277235913,34.3228937322,1
-46.6726071344,0.208835174398,-29.0800513941,1
84.344498509,75.5554893185,72.9286908146,1
-109.073232027,19.9099017851,-5.83144578067,1
-20.6744183129,-25.6679114585,44.8292062508,1
14.9418138985,-28.9073109551,14.7784079618,1
16.3068035607,29.7919946221,-55.9958817984,1
12.314855789,-33.2038965737,20.9885064214,1
6.6060647641,51.7519596122,-74.2881152721,1
11.0366156975,41.683597872,-34.48962766,1
27.6759274644,11.6664942636,-5.26321383685,1
-151.949003202,22.2358818014,-22.2278452378,1
30.4376494003,18.62341542,-22.5225279918,1
281.445588072,-41.4084708968,-23.3876010661,1
64.8466510238,91.5662742474,67.6489324627,1
29.3503959651,17.8559528446,-18.8941840471,1
-24.7974987481,9.54039343612,-43.578929703,1
-39.9570079644,17.2702173025,-48.6157219355,1
-49.3082787913,-30.4062103856,20.3667009147,1
76.3989628688,94.8699498116,61.7845331085,1
110.001593799,84.798705072,73.5072903974,1
282.07071914,-36.771430587,-23.5293486382,1
1.54393382141,-41.6070044882,17.2686723674,1
36.3273797668,30.4755343032,-62.1753870687,1
71.6777311354,117.83500625,68.8577205929,1
280.851688899,-45.8378924087,-23.2578305542,1
-77.2110678197,-46.0049066586,12.8253790303,1
-43.6513208696,-33.6964791993,48.4070280502,1
-28.0520912797,47.1796059249,-31.9763444278,1
-38.8038230768,-59.0820295328,33.3102480333,1
13.4536125633,-1.31544080309,29.50245736,1
49.1452453065,-27.351433702,13.7163362053,1
-29.5672434586,-61.2679831649,40.6238877329,1
-30.1670882782,-11.2025419341,26.341185052,1
65.1496481234,128.721764233,93.6569192112,1
-83.4346625889,54.6725822661,-54.7528060959,1
-2.06588857944,-5.63574644333,-33.1582147012,1
-29.5991806844,7.68170904239,6.49166778791,1
-10.8049835902,-49.6177184783,33.1624686859,1
-29.3033180857,-34.7570740446,4.53229024876,1
281.045548572,-44.3325569031,-23.2880811931,1
-20.1972136715,-45.6251266121,32.6417889992,1
-14.8019432492,38.3622250004,-27.3028971713,1
-13.1823508695,12.6237464336,-46.0617331147,1
6.5213385231,-29.032198588,41.0661095455,1
-45.6997181802,15.1116800372,-23.5404219273,1
-9.41200627613,33.1380130117,-34.0021721139,1
96.2469877457,71.0941863955,52.1776110429,1
8.38280080857,-12.1380058853,-25.1955199913,1
281.67067964,-39.6955165934,-23.4298287653,1
1.03098671873,-13.4051500112,-22.2459878467,1
41.6221895247,110.239715326,75.5365992107,1
280.80166855,-46.2185489206,-23.248446621,1
38.5991601998,17.5947795448,-51.0173537526,1
-12.5246043038,-36.8366262723,45.1699095805,1
52.7271635958,9.087908817,15.9985227011,1
12.2172679229,-32.4097397773,14.7075628607,1
280.932941143,-45.2496170991,-23.2791915475,1
105.745695502,94.1046119908,85.448696596,1
-6.08701040857,9.16192420176,-36.9869469773,1
280.901709248,-45.4572358968,-23.2672144873,1
5.45672464408,21.0709307127,-31.369680673,1
-11.6293896481,-41.6297671499,18.804816736,1
-4.32283398502,-10.200912867,10.7935692938,1
38.0643271478,-6.39913349605,-26.1720508755,1
13.0856393578,60.1439941961,-28.174579725,1
-8.04157972166,-64.878275624,39.1905222851,1
-39.8938110901,-31.3231175141,-12.5987696873,1
0.373165851178,30.5642787693,-27.5778865237,1
-29.3686306911,-18.1364708602,-21.3005088793,1
-105.326901478,-45.7874456593,32.1662914678,1
37.6813222808,109.786366936,68.324761854,1
90.0378926292,78.3747581791,70.0868776981,1
-79.7480720189,0.492156760825,12.626608811,1
-3.58899530806,5.92911030435,-39.9842479712,1
-7.43238186224,-36.0463797918,-2.22276054943,1
30.4248689791,24.1786722748,-29.6665434138,1
-52.8697544323,-11.6366534324,23.7204822979,1
-83.7788088434,-28.6073510153,-3.9729179849,1
-113.075205675,-26.9478992181,46.4043744892,1
34.3894330901,32.9762549964,-31.3909735136,1
34.4934488285,-49.4518178523,31.9595340756,1
-31.5474133281,41.8204546152,-31.4544948136,1
-61.7038735911,26.5072096512,-21.9439731191,1
-15.7780720615,15.1006834724,-44.655824879,1
-67.0490047958,-58.6556363527,43.5945650655,1
23.9174781295,-20.6461990937,41.4996708293,1
2.95982996456,-53.8688334231,31.3149131748,1
-31.2258672507,-13.2523222115,-15.0263715766,1
1.15010902329,-4.94050018384,-42.5258259912,1
48.6380120577,90.2812308325,63.1920917378,1
40.3254366807,19.2577777682,-3.0700285008,1
3.02311053917,-32.0359788782,2.20114898312,1
0.372783619986,8.06874422106,-47.5288776459,1
-31.0816046872,-18.9330264091,-12.6568142678,1
-37.1579788365,-43.5611503818,43.350535973,1
21.4992650831,-3.96701515554,5.71735396938,1
-0.637182064972,-13.9628858006,35.9616488175,1
-44.9919298165,-6.34168430422,-31.0998895862,1
32.1845805102,-47.2471502497,48.2262408695,1
-53.8904581362,-44.1185968073,27.4798270679,1
-2.04973891024,37.7073178227,-34.917230994,1
22.7447119605,-59.7303364115,40.3481445899,1
-64.638635349,-12.1267838931,-27.2339381683,1
-101.791706896,-21.3321791952,27.0777955555,1
0.441925021201,-21.7523633421,34.6463977546,1
-18.0156310115,-29.4438796013,44.1313334519,1
-15.2500399186,-8.36962658101,8.02520607283,1
-14.5388130285,-57.74841521,33.1960748537,1
-72.2899985876,4.15864493177,-13.9124007063,1
-0.844404944293,8.93721683008,4.42180558608,1
67.6433683017,90.657983688,52.9373120798,1
-69.5469189006,26.2939780226,-19.5120785264,1
1.3476518708,9.46855148701,-38.3216149082,1
20.2758624327,28.0610953613,-50.1571096252,1
-10.905667502,22.6518400411,-53.7789659853,1
281.49560842,-41.0278143849,-23.3969849993,1
-86.1754531763,5.73251428546,-6.71605835092,1
-3.44709672992,-6.96233809241,-30.2179446227,1
281.658112909,-39.8512637656,-23.4397069859,1
4.5267482676,-38.7146137984,7.85614991394,1
282.857214376,-39.3599261823,-15.3110083618,2
282.051292177,-45.1199103673,-14.5621092616,2
282.050883158,-45.1568292319,-14.5201511809,2
282.336396955,-43.0272530798,-14.8942999568,2
281.933129091,-45.9349343207,-14.4883818462,2
282.478438069,-42.0270730169,-15.0079477036,2
281.862108533,-46.4350243522,-14.4315579728,2
282.21741583,-43.9161147625,-14.7366563802,2
282.241293859,-43.7309586531,-14.7765767116,2
282.454560041,-42.2122291263,-14.9680273722,2
282.526194127,-41.656760798,-15.0877883665,2
282.525580598,-41.7121390949,-15.0248512456,2
282.407213002,-42.5456224807,-14.9301447899,2
283.070889577,-37.804277791,-15.544417103,2
282.691090722,-40.5637217871,-15.1364612432,2
282.004354158,-45.416384857,-14.5661847599,2
282.123335282,-44.5275231743,-14.7238283365,2
282.809867337,-39.6933195367,-15.2731257796,2
281.838639524,-46.5832615971,-14.4335957219,2
282.572927636,-41.3787457406,-15.0627338279,2
281.269657026,-50.6578195781,-13.8950885734,2
282.335987935,-43.0641719444,-14.8523418762,2
282.573336656,-41.3418268759,-15.1046919085,2
282.620683694,-41.0084335216,-15.1425744908,2
282.739255799,-40.1564907035,-15.2582599868,2
282.71537777,-40.341646813,-15.2183396553,2
281.95700712,-45.7497782113,-14.5283021776,2
282.004763177,-45.3794659924,-14.6081428405,2
281.719658399,-47.4721232798,-14.2759521453,2
282.19415133,-44.0458925751,-14.7596731696,2
281.719658399,-47.4721232798,-14.2759521453,2
281.909251062,-46.1200904302,-14.4484615147,2
281.909864591,-46.0647121333,-14.5113986357,2
