PC1,PC2,type
-0.0367320205691,0.0273528486106,1
-0.0977582973951,-0.0870910043109,1
0.0494923316876,-0.0560580686857,1
-0.0337499107026,0.0513718087173,1
0.0921600010915,-0.0414674742627,1
0.0593135370886,0.0263234196243,1
0.0523525452832,-0.0709345215296,1
-0.0555896242573,-0.0682228977242,1
-0.0180459828102,-0.136996224597,1
-0.0600708232993,0.0283577335518,1
-0.0401079469234,-0.0825552902742,1
-0.0248792537896,-0.039079653853,1
-0.0505472311138,-0.013089358872,1
-0.0463691025389,-0.00873962877546,1
-0.0383818791338,-0.0683449088115,1
-0.00823588045376,-0.124925037147,1
-0.121925328872,-0.0196945764076,1
-0.0080551735713,-0.0499487806452,1
0.0531465518338,0.00698946527723,1
0.00470772668498,-0.197918239156,1
0.122805011542,-0.0222199926854,1
-0.0371200773106,0.0866006265603,1
0.0632317204163,-0.0387544000688,1
0.0309998650456,-0.060711956957,1
-0.12102452925,0.183325871012,1
-0.323583563367,0.0772628022043,1
-0.112792855452,-0.0135628830396,1
0.173607322825,0.243848089399,1
0.0766302063931,-0.0376637645542,1
0.00508449156871,-0.00285906263483,1
-0.0139469922162,0.0796230364765,1
0.165449993889,0.273346046791,1
0.165309657875,0.217782093743,1
-0.0103696433764,-0.0193159124881,1
-0.0632729459739,0.00216769454449,1
0.0812292006728,0.0985347292224,1
-0.256265915805,0.113187873638,1
0.0810038538604,0.0988105645392,1
0.000953009001308,-0.0418987670925,1
0.176319856501,0.264677927193,1
0.154078551443,0.182864326697,1
-0.0636802143227,0.0838096428376,1
-0.0547836410592,0.0397710745823,1
-0.0567193454417,0.0288865014809,1
-0.00102763400276,-0.0888223501238,1
0.0344149161196,-0.14176155476,1
0.0260569873389,-0.0141809012228,1
-0.0640692789379,-0.031825177649,1
-0.103292535874,0.0927237164781,1
0.101270315694,-0.118728556427,1
-0.0172380270862,-0.0518904489543,1
0.103012456667,-0.0182897528077,1
0.0643704291877,-0.0490107952467,1
-0.0237952388757,0.051421217495,1
-0.0514403734519,-0.139837746037,1
-0.00626706586002,0.0340684354103,1
0.0975319382334,0.31067959807,1
-0.0445534943382,0.0572203883505,1
0.0363237490402,-0.104125831921,1
-0.0466340536239,0.0700093776552,1
-0.338249452669,0.067864745375,1
